单位配置ID;单位名称;单位描述;单位配置ID;单位名称;单位描述;模型;图标;类型;类别;分类1;分类2;分类3;星级;攻击（技能）;可视范围;人工智能;基础属性（json）;升级属性;强化属性+1;强化属性+2;强化属性+3;强化属性+4;强化属性+5;装备;技能
210015;hero_name_0129;hero_desc_0129;210015;hero_name_0129;hero_desc_0129;Soldiers;hero_desc_0015;30;1;9;3;1;1;300002;30;HeroBrain;{"hp":252,"mp":0, "maxHp":252,"maxMp":100,"damage":32,"defend":20,"magicDamage":19,"magicDefend":14,"critValue":27,"dodgeValue":27,"speed":2.5,"attackSpeed":1,"turnSpeed":365,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":99};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":0};{"hp":42,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":1};{"hp":44,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":2};{"hp":46,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":3};{"hp":48,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":4};[[1,[100061,100062,100063,100064,100065,100066]],[2,[100067,100068,100069,100070,100071,100072]],[3,[100073,100074,100075,100076,100077,100078]],[4,[100079,100080,100081,100082,100083,100084]],[5,[100085,100086,100087,100088,100089,100090]],[6,[100091,100092,100093,100094,100095,100096]],[7,[100097,100098,100099,100100,100101,100102]],[8,[100103,100104,100105,100106,100107,100108]],[9,[100109,100110,100111,100112,100113,100114]],[10,[100115,100116,100117,100118,100119,100120]]];[300002,0,0,0,0]
210016;hero_name_0130;hero_desc_0130;210016;hero_name_0130;hero_desc_0130;Torii_LV3;Torii_LV3;2;1;7;3;1;1;300002;30;HeroBrain;{"hp":252,"mp":0, "maxHp":252,"maxMp":100,"damage":32,"defend":20,"magicDamage":19,"magicDefend":14,"critValue":27,"dodgeValue":27,"speed":2.5,"attackSpeed":1,"turnSpeed":365,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":99};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":0};{"hp":42,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":1};{"hp":44,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":2};{"hp":46,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":3};{"hp":48,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":4};[[1,[100061,100062,100063,100064,100065,100066]],[2,[100067,100068,100069,100070,100071,100072]],[3,[100073,100074,100075,100076,100077,100078]],[4,[100079,100080,100081,100082,100083,100084]],[5,[100085,100086,100087,100088,100089,100090]],[6,[100091,100092,100093,100094,100095,100096]],[7,[100097,100098,100099,100100,100101,100102]],[8,[100103,100104,100105,100106,100107,100108]],[9,[100109,100110,100111,100112,100113,100114]],[10,[100115,100116,100117,100118,100119,100120]]];[300002,0,0,0,0]
210017;hero_name_0131;hero_desc_0131;210017;hero_name_0131;hero_desc_0131;Torii_LV3;Torii_LV3;2;1;7;3;1;1;300002;30;HeroBrain;{"hp":252,"mp":0, "maxHp":252,"maxMp":100,"damage":32,"defend":20,"magicDamage":19,"magicDefend":14,"critValue":27,"dodgeValue":27,"speed":2.5,"attackSpeed":1,"turnSpeed":365,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":99};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":0};{"hp":42,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":1};{"hp":44,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":2};{"hp":46,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":3};{"hp":48,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":4};[[1,[100061,100062,100063,100064,100065,100066]],[2,[100067,100068,100069,100070,100071,100072]],[3,[100073,100074,100075,100076,100077,100078]],[4,[100079,100080,100081,100082,100083,100084]],[5,[100085,100086,100087,100088,100089,100090]],[6,[100091,100092,100093,100094,100095,100096]],[7,[100097,100098,100099,100100,100101,100102]],[8,[100103,100104,100105,100106,100107,100108]],[9,[100109,100110,100111,100112,100113,100114]],[10,[100115,100116,100117,100118,100119,100120]]];[300002,0,0,0,0]
210018;hero_name_0132;hero_desc_0132;210018;hero_name_0132;hero_desc_0132;Torii_LV3;Torii_LV3;2;1;7;3;1;1;300002;30;HeroBrain;{"hp":252,"mp":0, "maxHp":252,"maxMp":100,"damage":32,"defend":20,"magicDamage":19,"magicDefend":14,"critValue":27,"dodgeValue":27,"speed":2.5,"attackSpeed":1,"turnSpeed":365,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":99};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":0};{"hp":42,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":1};{"hp":44,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":2};{"hp":46,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":3};{"hp":48,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":4};[[1,[100061,100062,100063,100064,100065,100066]],[2,[100067,100068,100069,100070,100071,100072]],[3,[100073,100074,100075,100076,100077,100078]],[4,[100079,100080,100081,100082,100083,100084]],[5,[100085,100086,100087,100088,100089,100090]],[6,[100091,100092,100093,100094,100095,100096]],[7,[100097,100098,100099,100100,100101,100102]],[8,[100103,100104,100105,100106,100107,100108]],[9,[100109,100110,100111,100112,100113,100114]],[10,[100115,100116,100117,100118,100119,100120]]];[300002,0,0,0,0]
210019;hero_name_0133;hero_desc_0133;210019;hero_name_0133;hero_desc_0133;Torii_LV3;Torii_LV3;2;1;7;3;1;1;300002;30;HeroBrain;{"hp":252,"mp":0, "maxHp":252,"maxMp":100,"damage":32,"defend":20,"magicDamage":19,"magicDefend":14,"critValue":27,"dodgeValue":27,"speed":2.5,"attackSpeed":1,"turnSpeed":365,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":99};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":0};{"hp":42,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":1};{"hp":44,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":2};{"hp":46,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":3};{"hp":48,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":4};[[1,[100061,100062,100063,100064,100065,100066]],[2,[100067,100068,100069,100070,100071,100072]],[3,[100073,100074,100075,100076,100077,100078]],[4,[100079,100080,100081,100082,100083,100084]],[5,[100085,100086,100087,100088,100089,100090]],[6,[100091,100092,100093,100094,100095,100096]],[7,[100097,100098,100099,100100,100101,100102]],[8,[100103,100104,100105,100106,100107,100108]],[9,[100109,100110,100111,100112,100113,100114]],[10,[100115,100116,100117,100118,100119,100120]]];[300002,0,0,0,0]
210020;hero_name_0134;hero_desc_0134;210020;hero_name_0134;hero_desc_0134;Torii_LV3;Torii_LV3;2;1;7;3;1;1;300002;30;HeroBrain;{"hp":252,"mp":0, "maxHp":252,"maxMp":100,"damage":32,"defend":20,"magicDamage":19,"magicDefend":14,"critValue":27,"dodgeValue":27,"speed":2.5,"attackSpeed":1,"turnSpeed":365,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":99};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":0};{"hp":42,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":1};{"hp":44,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":2};{"hp":46,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":3};{"hp":48,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":4};[[1,[100061,100062,100063,100064,100065,100066]],[2,[100067,100068,100069,100070,100071,100072]],[3,[100073,100074,100075,100076,100077,100078]],[4,[100079,100080,100081,100082,100083,100084]],[5,[100085,100086,100087,100088,100089,100090]],[6,[100091,100092,100093,100094,100095,100096]],[7,[100097,100098,100099,100100,100101,100102]],[8,[100103,100104,100105,100106,100107,100108]],[9,[100109,100110,100111,100112,100113,100114]],[10,[100115,100116,100117,100118,100119,100120]]];[300002,0,0,0,0]
210021;hero_name_0135;hero_desc_0135;210021;hero_name_0135;hero_desc_0135;Torii_LV3;Torii_LV3;2;1;7;3;1;1;300002;30;HeroBrain;{"hp":252,"mp":0, "maxHp":252,"maxMp":100,"damage":32,"defend":20,"magicDamage":19,"magicDefend":14,"critValue":27,"dodgeValue":27,"speed":2.5,"attackSpeed":1,"turnSpeed":365,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":99};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":0};{"hp":42,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":1};{"hp":44,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":2};{"hp":46,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":3};{"hp":48,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":4};[[1,[100061,100062,100063,100064,100065,100066]],[2,[100067,100068,100069,100070,100071,100072]],[3,[100073,100074,100075,100076,100077,100078]],[4,[100079,100080,100081,100082,100083,100084]],[5,[100085,100086,100087,100088,100089,100090]],[6,[100091,100092,100093,100094,100095,100096]],[7,[100097,100098,100099,100100,100101,100102]],[8,[100103,100104,100105,100106,100107,100108]],[9,[100109,100110,100111,100112,100113,100114]],[10,[100115,100116,100117,100118,100119,100120]]];[300002,0,0,0,0]
210022;hero_name_0136;hero_desc_0136;210022;hero_name_0136;hero_desc_0136;Torii_LV3;Torii_LV3;2;1;7;3;1;1;300002;30;HeroBrain;{"hp":252,"mp":0, "maxHp":252,"maxMp":100,"damage":32,"defend":20,"magicDamage":19,"magicDefend":14,"critValue":27,"dodgeValue":27,"speed":2.5,"attackSpeed":1,"turnSpeed":365,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":99};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":0};{"hp":42,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":1};{"hp":44,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":2};{"hp":46,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":3};{"hp":48,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":4};[[1,[100061,100062,100063,100064,100065,100066]],[2,[100067,100068,100069,100070,100071,100072]],[3,[100073,100074,100075,100076,100077,100078]],[4,[100079,100080,100081,100082,100083,100084]],[5,[100085,100086,100087,100088,100089,100090]],[6,[100091,100092,100093,100094,100095,100096]],[7,[100097,100098,100099,100100,100101,100102]],[8,[100103,100104,100105,100106,100107,100108]],[9,[100109,100110,100111,100112,100113,100114]],[10,[100115,100116,100117,100118,100119,100120]]];[300002,0,0,0,0]
210023;hero_name_0137;hero_desc_0137;210023;hero_name_0137;hero_desc_0137;Torii_LV3;Torii_LV3;2;1;7;3;1;1;300002;30;HeroBrain;{"hp":252,"mp":0, "maxHp":252,"maxMp":100,"damage":32,"defend":20,"magicDamage":19,"magicDefend":14,"critValue":27,"dodgeValue":27,"speed":2.5,"attackSpeed":1,"turnSpeed":365,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":99};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":0};{"hp":42,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":1};{"hp":44,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":2};{"hp":46,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":3};{"hp":48,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":4};[[1,[100061,100062,100063,100064,100065,100066]],[2,[100067,100068,100069,100070,100071,100072]],[3,[100073,100074,100075,100076,100077,100078]],[4,[100079,100080,100081,100082,100083,100084]],[5,[100085,100086,100087,100088,100089,100090]],[6,[100091,100092,100093,100094,100095,100096]],[7,[100097,100098,100099,100100,100101,100102]],[8,[100103,100104,100105,100106,100107,100108]],[9,[100109,100110,100111,100112,100113,100114]],[10,[100115,100116,100117,100118,100119,100120]]];[300002,0,0,0,0]
210024;hero_name_0138;hero_desc_0138;210024;hero_name_0138;hero_desc_0138;Torii_LV3;Torii_LV3;2;1;7;3;1;1;300002;30;HeroBrain;{"hp":252,"mp":0, "maxHp":252,"maxMp":100,"damage":32,"defend":20,"magicDamage":19,"magicDefend":14,"critValue":27,"dodgeValue":27,"speed":2.5,"attackSpeed":1,"turnSpeed":365,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":99};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":0};{"hp":42,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":1};{"hp":44,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":2};{"hp":46,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":3};{"hp":48,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":4};[[1,[100061,100062,100063,100064,100065,100066]],[2,[100067,100068,100069,100070,100071,100072]],[3,[100073,100074,100075,100076,100077,100078]],[4,[100079,100080,100081,100082,100083,100084]],[5,[100085,100086,100087,100088,100089,100090]],[6,[100091,100092,100093,100094,100095,100096]],[7,[100097,100098,100099,100100,100101,100102]],[8,[100103,100104,100105,100106,100107,100108]],[9,[100109,100110,100111,100112,100113,100114]],[10,[100115,100116,100117,100118,100119,100120]]];[300002,0,0,0,0]
210025;hero_name_0139;hero_desc_0139;210025;hero_name_0139;hero_desc_0139;Object01;Object01;3;1;2;3;1;1;300002;30;HeroBrain;{"hp":252,"mp":0, "maxHp":252,"maxMp":100,"damage":32,"defend":20,"magicDamage":19,"magicDefend":14,"critValue":27,"dodgeValue":27,"speed":2.5,"attackSpeed":1,"turnSpeed":365,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":99};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":0};{"hp":42,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":1};{"hp":44,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":2};{"hp":46,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":3};{"hp":48,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":4};[[1,[100061,100062,100063,100064,100065,100066]],[2,[100067,100068,100069,100070,100071,100072]],[3,[100073,100074,100075,100076,100077,100078]],[4,[100079,100080,100081,100082,100083,100084]],[5,[100085,100086,100087,100088,100089,100090]],[6,[100091,100092,100093,100094,100095,100096]],[7,[100097,100098,100099,100100,100101,100102]],[8,[100103,100104,100105,100106,100107,100108]],[9,[100109,100110,100111,100112,100113,100114]],[10,[100115,100116,100117,100118,100119,100120]]];[300002,0,0,0,0]
210026;hero_name_0140;hero_desc_0140;210026;hero_name_0140;hero_desc_0140;Object02;Object02;3;1;2;3;1;1;300002;30;HeroBrain;{"hp":252,"mp":0, "maxHp":252,"maxMp":100,"damage":32,"defend":20,"magicDamage":19,"magicDefend":14,"critValue":27,"dodgeValue":27,"speed":2.5,"attackSpeed":1,"turnSpeed":365,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":99};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":0};{"hp":42,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":1};{"hp":44,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":2};{"hp":46,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":3};{"hp":48,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":4};[[1,[100061,100062,100063,100064,100065,100066]],[2,[100067,100068,100069,100070,100071,100072]],[3,[100073,100074,100075,100076,100077,100078]],[4,[100079,100080,100081,100082,100083,100084]],[5,[100085,100086,100087,100088,100089,100090]],[6,[100091,100092,100093,100094,100095,100096]],[7,[100097,100098,100099,100100,100101,100102]],[8,[100103,100104,100105,100106,100107,100108]],[9,[100109,100110,100111,100112,100113,100114]],[10,[100115,100116,100117,100118,100119,100120]]];[300002,0,0,0,0]
